x,y,z
6.27452,18.6986,10.0836
16.7452,6.10007,9.4584
0.436978,6.54187,7.2681
-8.88837,0.866804,0.320807
12.5512,0.129605,12.9961
-4.01972,-21.2693,10.8907
-17.5843,-22.2028,10.0796
-2.20846,1.98879,4.34859
-28.3435,-0.983227,1.23729
-6.92123,-14.6249,2.78749
7.09928,16.635,7.00733
14.6774,0.945623,1.73619
-23.5187,-17.1369,2.9055
12.5534,-14.7132,10.1034
-8.2968,16.3635,9.92779
4.70201,-17.9474,13.4479
-0.273661,11.0576,1.67405
5.0949,-9.20179,-13.2068
11.3156,5.21467,5.50944
0.914047,-8.93974,9.80857
0.455759,-4.36065,10.4416
-13.1505,-23.9723,11.5403
-12.5149,-12.899,3.6007
-8.12634,-6.00447,0.913177
2.49279,-15.2764,2.42197
-14.9524,17.2606,10.2482
-6.27475,-0.101386,12.7677
15.1667,12.158,10.8652
-12.5312,11.9711,8.67655
15.5706,16.382,17.6374
-3.99325,11.3168,7.87999
-11.7947,18.7093,-13.1797
26.4297,-2.07286,16.9302
2.92662,2.46453,3.24381
-3.97921,-17.8649,13.8509
-9.83767,9.35928,6.12244
23.2599,-14.9422,17.5847
-20.0915,-20.5867,4.70908
6.48116,-1.46264,3.0158
6.93636,-16.9533,2.84655
-5.14603,0.576465,2.89718
-16.9538,-7.16884,3.52352
-5.19116,2.17438,0.546467
20.0023,9.36097,5.32743
8.78255,26.0795,4.00415
-7.7735,-12.624,0.329615
19.8272,-9.68409,8.93314
-8.62218,-17.3509,7.89439
-3.11349,-5.93662,2.16631
-18.79,-7.41588,15.2618
5.30794,-17.9508,4.31809
4.24177,12.5148,-8.77114
-23.2986,10.6209,-8.92748
16.0923,2.6616,26.6914
1.89218,7.76395,8.94553
15.3764,-0.954061,-3.23025
-0.949883,-15.2104,-18.0531
3.53736,-12.5869,-4.21668
2.44376,15.8926,8.3208
-2.86884,20.602,13.3167
29.1547,1.1736,8.63367
7.84511,9.97899,1.42375
-4.2637,15.6753,2.7343
9.15043,-14.1108,16.9503
6.36944,13.5493,17.9473
-2.69433,-10.0465,25.3568
-9.10499,20.0114,-0.276039
-2.4115,-18.2991,0.345392
-7.7116,-8.97344,19.8178
-3.56569,4.60189,5.47891
-5.57297,-4.25884,17.5574
-3.0587,2.75402,10.8913
-7.583,1.70671,-11.3354
4.57761,13.2702,9.15743
-12.1823,5.60364,6.61107
-26.6654,-0.89618,3.70839
-16.6606,15.297,1.15185
14.7864,8.97854,-2.82734
-23.1614,2.75375,2.38036
16.5478,-1.03913,1.7129
-0.850961,2.3325,20.8369
24.0534,-10.0328,-8.43598
-22.5976,-7.71402,-6.28282
-8.55438,-0.0958277,16.8428
0.0867527,9.96746,-2.36779
-17.7451,-5.84781,-5.57982
-0.194841,-8.45045,3.27814
-0.97542,7.17032,-7.6844
8.944,10.4,22.5061
-5.1064,22.7173,-2.12136
-2.24967,-5.44284,-22.9067
4.58593,0.371892,4.92865
18.8818,-0.202403,-2.01583
-21.3479,-9.93066,3.3926
-9.06501,-14.0695,0.681983
-13.3172,-12.1452,3.37743
-14.3114,20.2051,6.07952
7.27025,8.78833,-18.5609
9.68226,-16.1179,6.76676
-10.6294,-16.3643,9.06017
8.35048,-25.8052,15.0012
-10.9569,10.8115,18.0875
2.44019,-4.40074,-1.19059
-0.20555,13.1219,-3.51077
-11.2156,2.50612,26.902
7.99303,1.79969,8.4411
-6.84301,-4.33147,2.83655
4.69039,-4.52347,19.2171
-8.14357,8.34289,0.196408
-7.79846,-2.94127,8.93761
-6.29221,24.3533,0.708499
-13.26,-11.876,2.5671
-9.79207,-10.4341,5.98049
9.59964,0.921498,-22.2407
-3.18411,-4.79585,17.393
-7.34593,-16.7397,-15.3116
8.76382,1.89229,-1.4907
-18.8623,-12.6146,25.3122
20.3459,3.48865,-15.7141
-4.00559,-12.6116,-7.42235
12.9832,16.584,0.504426
-10.8006,-8.58164,12.1343
5.17744,11.9781,11.8655
16.2806,0.0124781,-9.13156
-21.455,-5.65105,6.77862
-21.8294,-18.6048,6.06098
-21.4909,-5.90739,6.7072
4.58847,-17.6379,29.3459
6.71208,9.04047,22.4738
7.19469,-9.68249,29.6751
24.2684,-4.6671,-7.40192
-4.83714,0.523144,5.9176
5.62959,2.72598,24.5735
11.4215,4.77585,-15.6807
-1.13203,14.1194,16.6573
-1.70542,10.3576,5.08526
15.2103,-4.55987,1.80447
9.10106,-6.74844,-8.3518
13.9286,-5.11604,5.94032
11.6698,9.00029,7.08475
24.2402,6.36185,-6.40789
11.7575,6.67351,0.472728
-0.55968,17.6724,5.87722
2.66955,-7.32178,-6.84221
-16.067,-12.9579,4.2913
-1.64789,7.85962,4.14848
1.23623,11.7973,25.31
