x,y,z
2.23551,2.73091,10.2164
12.7837,-17.292,3.61816
-7.00751,6.39464,9.33045
-11.1065,15.5965,6.7123
-8.76448,-2.4827,11.0226
24.3244,6.42679,10.8266
4.03148,-2.86914,9.8396
5.05266,-0.00901723,9.01007
9.21727,10.5552,11.1516
-9.76254,1.88565,4.66098
12.878,13.4102,4.40271
-5.99749,0.508819,4.85848
-16.1345,-3.78877,5.92364
-5.14425,16.2119,2.91317
12.2729,-10.7865,5.44636
-22.9971,-9.76358,10.3121
11.6424,24.4946,11.7989
9.07972,25.4076,7.12773
13.8781,-9.56033,11.3924
0.368864,6.44256,7.41844
3.64906,-16.4006,8.0293
5.10159,16.787,-14.9093
-9.45149,2.12529,-0.121576
-10.4994,-12.7772,3.19613
-13.2942,8.04728,-8.00034
1.27949,-2.84674,7.39281
14.8315,-13.6932,4.20714
-16.2649,-4.41547,3.60694
-2.76826,-7.9096,6.91031
-3.61656,-6.77579,10.7298
-2.56501,0.951513,-2.88471
-0.389129,9.35954,-1.32984
1.04081,9.15805,3.75104
-0.764187,4.45372,5.86283
-1.94548,-7.62083,7.10848
15.2624,9.29568,1.80886
2.31282,17.2173,10.9853
2.80949,-24.6864,10.8065
27.1856,-7.27935,6.75454
5.20823,13.7263,28.6067
-11.2412,11.8437,-7.78692
-7.91357,5.72105,8.7119
-7.59335,-11.3453,3.34737
-1.71084,-4.86635,5.29406
0.730932,-5.76035,5.36674
3.35874,-17.0884,6.19792
-11.2508,9.41152,8.44889
19.8145,2.89968,-4.72086
1.08569,-10.54,6.62512
-2.69449,9.52038,1.62144
9.06529,13.6031,10.4083
-4.30207,-19.7954,-15.6274
11.5493,-9.03224,-14.2566
-11.0571,-15.7331,16.346
-22.7249,12.039,0.439786
6.23616,10.5593,-9.09528
7.77582,10.4078,4.86101
13.7758,9.2895,0.230955
14.2594,-10.9347,-5.1761
4.32385,20.2733,-12.6642
4.59702,4.24326,-14.4589
-3.01689,10.1753,7.54893
-3.76026,-19.1179,-13.0783
-2.48672,10.4815,-3.41464
-9.34763,-2.84387,-0.267078
-6.93342,16.4142,15.8346
3.13901,7.06346,8.1237
1.95823,-8.56451,27.1277
8.7079,21.6322,3.48435
1.93638,14.8552,11.9924
-12.7555,18.6473,-10.1884
1.36438,-0.634286,34.6225
-2.43167,-26.3029,20.0144
-3.97223,-18.3144,1.11994
2.27752,-10.141,-18.6251
-19.4318,0.388901,-0.227836
20.9026,-10.0876,5.36093
7.58323,-9.86859,22.3349
-12.1073,-10.9205,10.5365
-8.85723,-1.89886,4.14269
1.06591,-16.5338,9.63533
3.85237,-2.34654,15.4615
-16,4.20146,5.68126
-3.26789,-10.3761,25.4522
-7.2375,-15.914,17.9624
-8.21912,-7.08576,-2.30622
-13.2857,5.72237,8.82843
26.9136,2.52099,15.2497
-13.3592,-9.93285,4.79521
-8.48972,-3.74868,1.00251
1.05191,4.22385,-16.5155
-7.76824,1.99543,-1.56032
-11.3795,-14.9988,10.8238
16.3886,8.54991,14.2779
-23.077,-10.3045,15.7711
21.8907,-15.0103,-4.29629
9.56617,9.8667,12.6486
7.14333,-14.8112,-11.9595
-7.91805,0.733844,-11.1174
7.11318,-4.52306,18.8341
-7.48168,-9.25762,1.98663
-10.5054,-15.3634,27.9907
9.78471,-6.13068,19.4226
15.9508,-0.475319,5.06163
-13.3766,23.8641,-0.888578
-0.702169,-3.74043,23.7475
18.1126,-18.6333,5.21125
-25.8771,5.82423,6.37495
-6.08193,-24.637,3.89338
-6.76621,-28.2587,4.85409
-12.2168,1.40621,4.88607
-13.2805,-7.81008,1.0473
8.88096,-10.3929,7.02669
12.2163,1.31078,10.9159
12.7657,9.24538,-4.24362
3.61804,-2.90214,5.78556
-14.3015,16.1551,16.4216
-8.51726,-9.61769,-7.77277
-12.357,3.58121,26.1075
8.89247,-18.5814,25.7472
3.2733,-9.32956,-21.1119
5.02901,-1.94834,17.0265
-5.22356,-1.47475,-3.80286
10.6334,-11.7103,5.79526
-28.3112,3.46882,12.7658
20.3696,17.8451,2.08803
4.48336,18.2902,6.67702
-26.3327,6.08209,15.594
9.0187,-19.1711,2.75699
10.0595,-24.6744,-1.77801
