x,y,z
5.91313,-2.37267,4.52522
0.852408,-17.78,7.17403
1.996,-15.4111,5.17437
13.1396,13.3203,3.43992
-5.21879,11.0763,5.80382
6.4592,-12.85,6.27133
-24.2044,-2.30383,6.04388
-1.67118,-9.76151,11.2049
11.3949,5.97286,4.61992
1.88701,6.438,3.84182
-17.9061,-22.9272,11.0972
-1.47157,7.97219,2.84071
10.554,2.56541,11.2866
12.3986,0.0814354,2.89076
-11.4283,-22.8077,5.21996
0.773079,16.2109,14.4486
0.369746,-17.3742,6.10852
-12.7913,3.91213,3.79786
9.03418,-7.07386,8.00266
9.67094,-12.5557,6.28352
4.27491,2.66902,9.14572
-1.33905,-15.9569,9.89294
2.41737,5.60455,18.5237
-1.09329,-10.5297,12.28
-1.53223,8.33862,29.137
-0.326811,-14.0924,2.65421
17.6043,5.69647,18.01
15.6462,-7.88342,4.25513
-4.19642,5.51565,-12.7882
-11.3242,-13.2678,3.59157
-1.66378,-17.1438,25.8608
-1.52238,-18.8677,3.41187
7.41343,3.0916,3.22245
9.73587,9.64649,11.6523
2.23816,8.22248,-8.86277
8.57223,-16.8811,8.03604
8.13336,-17.1037,20.1512
-15.4877,8.7444,-1.26494
-18.551,-12.3196,10.974
-10.9421,-11.5442,8.99561
1.39133,-8.72799,17.3361
-0.179273,-0.859011,-14.4711
-5.85306,0.237733,-13.9874
10.6251,-0.116092,-9.16072
20.7673,3.49314,11.9429
-0.36451,-22.8338,13.803
5.44947,-2.84981,-1.17573
-8.80937,15.7203,12.935
-18.4055,15.0588,10.7276
-10.744,-10.2872,19.8775
1.15677,7.04946,5.96382
-14.1415,0.0345061,7.94323
-11.4119,4.96433,-10.8831
5.4574,4.29154,28.0772
-18.1638,18.0847,9.63206
8.55783,-25.4516,6.63991
18.5001,2.3196,15.4661
-8.69308,-5.09327,-6.75365
3.40176,5.1946,4.27138
-15.6688,-5.5479,9.58492
10.9771,9.09924,13.6206
-10.9319,15.4457,10.0575
6.29894,4.66536,9.94369
-3.70888,-11.5178,3.6146
-2.92471,0.0864265,4.25355
1.30365,15.5285,17.5682
8.48506,3.79003,-7.4556
7.20354,6.75706,-1.25268
2.75416,1.72704,8.19001
4.32095,-17.2998,14.0868
-14.3447,3.40522,11.8151
0.238878,1.44626,-16.6232
1.92717,15.1616,14.0394
7.02505,7.15242,-13.9995
4.15943,15.6144,13.4275
9.32698,-3.59246,-13.8632
9.9535,-8.84837,13.1157
-7.79428,2.36054,-2.56285
-0.211655,4.98822,-9.68665
-2.67227,-1.14225,-14.9778
10.2871,-2.3164,4.97403
3.06317,4.07366,1.09715
-17.1188,-2.82585,13.22
4.21519,19.0501,5.11376
11.0133,11.0633,7.45704
21.7942,-10.4445,-2.49279
18.3383,0.906966,17.5753
-1.51335,-7.39297,18.0355
3.74767,18.8027,2.5149
-13.7873,3.3305,22.7812
15.2339,-18.5332,14.3891
-27.5607,0.453992,-3.64433
-3.57214,18.8511,-1.33885
-5.4102,13.7273,6.45915
11.8011,-18.9247,0.876467
25.2005,11.0241,11.952
26.3078,-7.64907,15.0463
-3.3502,-4.52839,-2.83148
-13.1849,-24.229,9.31112
-8.1986,-5.02725,13.2205
-2.96671,-7.8493,-3.32546
-4.86725,-0.520564,-16.9363
10.1158,25.3688,-5.99605
-19.0047,6.48797,5.63644
3.45537,-15.4396,11.9759
22.2193,2.6521,5.76475
-6.08826,-16.2644,22.742
-8.71749,10.8994,-4.36583
0.192299,-4.53306,8.54465
11.3006,-13.578,7.76063
-14.9887,9.5589,-12.5514
8.5813,0.0723777,22.5966
11.9116,9.26717,0.0662291
-8.96822,-9.78645,2.75421
-9.72465,3.54921,7.18651
1.5236,16.9848,-15.9548
11.2263,9.25926,8.72438
-7.76679,19.608,24.1209
0.492194,11.1042,31.7633
18.9234,1.06126,0.251067
-9.76994,-25.0503,16.7917
12.2135,10.4304,3.30289
-26.6767,2.69544,13.876
15.1611,7.64591,3.48756
13.946,1.6449,15.815
-1.03802,-17.6927,-0.984735
12.874,9.06573,5.21026
-6.75804,10.1254,-16.0808
15.6293,-6.71334,1.04807
-18.3689,4.37566,22.4343
12.6438,-17.0345,5.27602
-1.92753,-13.6568,6.15449
3.5776,-2.57948,9.22733
12.7411,-20.9313,18.0332
4.88618,8.24978,30.2087
-6.27704,-21.951,12.0648
8.64006,2.17028,11.5667
17.4752,-7.75928,-7.43811
-20.8658,-16.9156,10.9806
-16.5511,-7.90248,-3.70131
-6.53662,-10.8989,7.41711
10.6646,7.25688,-0.682795
-6.66958,-5.52608,14.4467
2.18502,0.585834,3.64397
-2.00671,22.7212,15.9183
8.21414,-12.2815,7.55397
-6.39083,20.1411,26.7398
-16.5746,7.01865,20.6616
-4.97967,1.32322,1.85497
-9.48042,-1.78741,5.96742
-17.8059,-8.80668,11.5676
-13.1992,-1.44129,-8.27989
-4.85434,-14.7033,0.0601669
2.35725,-8.66282,-0.153461
-8.79951,3.0865,13.3435
1.35237,28.6716,5.7497
3.9761,0.746391,5.22217
1.62851,-9.58312,6.32668
-12.0503,7.28603,-0.336426
11.7393,-8.35842,4.16338
14.3976,12.1699,16.2608
6.75094,8.34979,-17.7054
-21.8262,0.434647,5.95967
16.6714,6.72068,11.7911
17.1323,-4.64501,14.6844
-3.9313,-21.5541,0.596757
15.3555,-8.20963,1.07783
9.45184,-5.54187,7.3942
27.8357,-8.18092,9.04488
-13.4863,-16.6744,-2.92127
-18.2199,11.8224,10.894
-8.59895,9.28009,3.54025
9.1986,4.30525,-15.6714
17.2905,-20.8435,-5.04987
16.7669,-13.2193,-2.48501
-4.73743,-8.55851,8.45153
1.30057,-5.0424,-16.683
16.3868,1.75705,24.4915
4.45337,-1.26159,9.22869
-3.11283,-6.92182,-1.00796
0.0057717,-6.36453,10.344
-2.26742,25.7101,15.4551
-0.00363642,6.66826,-18.2172
10.6053,11.0082,4.26635
11.021,9.28482,16.0522
-13.8888,16.8942,11.2785
1.322,-12.1803,-13.1415
8.90774,-8.09879,17.2782
-10.5354,-19.3425,6.32635
6.95386,-10.7599,9.68063
18.0521,-1.37631,20.4074
-11.1138,14.1913,6.64551
-9.27831,9.53209,8.02952
5.32403,5.65592,5.34029
9.52063,-3.52225,26.7418
26.079,-9.93696,-2.09169
-15.5437,-11.6469,4.67813
0.22636,-11.3229,8.23312
20.476,6.96564,16.1954
-9.86624,10.1358,5.64859
-17.0595,-13.177,-0.230267
8.57107,-15.7852,-3.14986
-7.66707,-3.54085,11.6402
4.6255,2.53046,0.225918
6.18171,0.215677,15.7321
0.904546,-17.0905,10.8535
-17.5664,2.71966,4.85999
25.3888,9.21412,4.88171
-7.26129,-5.26699,29.0384
0.667329,-13.5538,3.2803
14.023,5.16864,0.36654
1.47606,10.9189,8.33437
7.09128,-7.99696,3.67122
2.87154,9.28753,-2.5011
-5.853,1.69589,8.69863
3.37712,4.13508,15.2723
-8.37168,-1.24736,-17.0968
-12.0033,-4.7856,2.78904
14.3272,-19.5569,21.692
-14.826,-17.6964,2.69589
11.6682,-21.0828,2.09407
20.0138,-9.38087,-8.04029
7.59119,-16.2793,9.14941
-17.6957,-8.99306,-12.9604
1.29012,19.9323,4.73814
-2.06926,-18.1668,9.00231
16.971,-1.09212,3.14256
-10.3297,-2.08811,5.04537
5.04897,2.26235,5.85642
10.8037,9.41592,4.72261
0.181532,-16.3985,20.5495
20.7968,-6.3867,3.47562
0.245786,-4.43641,1.43757
-3.5751,-0.169791,17.0238
-15.1714,6.20707,6.34737
