x,y,z
-9.47148,-13.1095,10.6583
-5.10997,2.48339,4.39184
15.2387,1.66438,7.52517
14.7256,5.04697,8.21058
-0.979932,-12.4783,-1.56445
-10.662,-15.0644,4.7714
-11.1049,-3.60235,2.337
-19.8062,7.13951,2.66662
8.10014,-1.77,3.35296
9.23094,-4.7984,14.2278
-25.4946,10.8842,1.28212
7.94957,-10.3541,1.68804
20.7704,-6.92093,13.3156
5.02861,-6.22296,2.18207
-8.35476,-7.20539,10.038
1.97891,-5.17078,2.97514
-2.87682,11.6806,-2.94952
-16.5698,-7.367,9.53356
-13.1537,-13.2219,-7.35129
0.0905305,17.9492,7.26231
12.406,-4.174,-1.08926
0.211738,1.92151,8.95568
-10.9112,-18.2804,-11.0588
6.85099,13.4954,3.38216
10.6598,10.0437,12.9355
17.0715,0.306245,3.1357
9.64617,-6.79395,2.69599
11.7487,-1.33372,8.82917
-12.7624,1.58307,3.65854
14.9534,-6.25924,6.83959
-2.3479,16.5446,3.9207
14.4192,-10.5111,-1.95964
13.8619,-8.69226,1.98878
-12.0266,4.9933,10.4558
-8.56031,6.94411,5.95066
-0.580044,19.8175,-9.4402
10.2112,-0.348468,-2.17436
2.93505,-15.8513,5.96886
-16.6163,1.87467,3.33999
0.913491,4.8766,-8.00508
-16.3243,0.593143,11.0794
14.335,19.614,12.3974
-9.91322,4.78807,1.8506
-5.81465,-23.6932,-1.62669
4.77949,-19.5131,-4.6661
-15.3923,-8.04477,7.40192
1.56136,-24.7226,3.9956
-1.26015,19.5468,-2.455
23.2978,-11.2735,1.39303
2.21127,20.7712,6.2733
-12.3939,-3.47957,-3.35477
-24.7979,-9.99429,8.04038
6.01421,17.6655,-16.2198
2.96459,-10.254,16.132
10.6089,-6.71712,-6.88681
0.624657,0.982973,30.5315
22.3457,0.30247,-2.80338
20.9728,14.7765,8.28782
-2.1684,-3.33325,22.4653
2.90236,-11.0537,8.04469
-4.23973,-5.61708,24.4455
7.88173,-16.9506,-8.01992
