x,y,z
-5.03196,17.4311,4.78374
-16.688,-8.17583,-0.745048
9.5996,0.926285,-6.34408
-10.0052,-10.8929,10.199
-12.3169,7.31393,4.16623
-8.54037,14.2774,2.86038
-3.06477,3.87932,6.63324
3.64912,10.8607,11.8164
3.53778,-5.4155,7.21155
8.82845,4.84542,5.59934
-8.91229,-16.5905,15.8546
14.169,1.89195,9.49206
-11.2754,-1.85702,8.83105
23.1233,-6.77725,3.69318
-13.7275,1.7251,1.83937
-2.57793,-6.71422,-0.340737
9.35081,-2.72483,4.55097
-5.34132,17.1987,-0.0198609
16.7733,2.68251,0.607257
7.44423,7.29763,3.268
-0.543797,-7.49439,1.32129
-5.57711,13.4202,6.08744
17.6035,13.354,8.6631
-25.1271,-13.5014,-0.657948
16.2827,2.3875,0.768387
-0.628474,-26.244,5.92343
1.52458,-13.6747,10.2896
12.5384,1.60164,0.873019
-17.5621,7.71777,4.97137
-2.79561,11.0859,3.26491
-2.6951,3.70046,4.0212
12.7493,2.44337,9.23788
-20.3671,9.04954,22.8083
0.049519,-19.1991,23.6389
8.91118,3.63761,1.11154
-4.53401,-15.4881,5.5657
7.77931,12.5341,5.45632
-13.1237,-5.11254,-11.9203
13.5094,-4.49386,3.85607
-13.4191,1.13163,9.32605
3.1015,-17.1438,11.6032
10.3559,-27.0989,9.06583
5.61286,13.6349,27.8911
3.2988,-6.52917,3.78279
-10.2997,2.4828,-4.04817
-3.20082,-16.2134,2.47349
-17.2074,-23.723,11.6904
10.583,5.65141,10.071
-8.37531,-14.3082,25.9227
-11.2382,-4.65687,-2.77216
15.9792,-9.17774,1.70579
7.6436,-21.0629,12.4924
0.753893,-14.2948,4.74862
16.7808,-19.9037,14.1042
16.5278,-9.08308,21.503
11.9459,-12.2108,-0.882571
2.30489,-20.0225,-11.8239
0.420351,2.57912,0.90005
10.1236,-9.20139,8.54148
-0.00863624,-8.95423,6.204
-4.3522,-27.4291,3.77125
0.594458,-5.22194,-6.31763
-2.87343,-17.2132,2.93942
-11.4346,0.0538301,32.7668
-2.8743,-7.23101,1.3946
-14.6331,14.8353,-5.29874
20.3762,-5.1949,9.85887
7.74723,12.0233,10.2621
-8.61542,21.4154,4.1905
-25.5593,-8.74729,16.2211
-3.58079,21.8728,0.5966
-12.8406,-11.0921,1.50353
15.0059,-2.68243,0.86356
12.3447,-1.70606,16.5278
6.88419,-12.4823,9.00748
17.2593,1.53058,5.49085
0.197069,9.45717,10.1392
-7.28469,-7.30042,-3.16945
-2.05774,13.4058,-0.792593
1.72268,-2.60549,14.8448
-11.7644,19.2013,-8.42193
-1.61788,14.7185,2.95079
-3.67402,-8.45354,25.2591
-20.9458,-7.78755,7.92308
16.0783,-0.987582,13.6543
14.5677,-22.4996,7.49518
-11.5363,1.77634,-9.76247
0.249274,-5.93494,21.2095
26.4486,3.61681,-0.823708
-1.53199,11.3332,3.94948
-3.48525,-13.0793,-10.9153
16.2496,0.250575,0.971526
-8.19315,6.38721,9.65161
-16.7122,14.4977,15.7727
-18.9889,5.10015,-7.38588
3.05127,-6.11935,8.7139
12.0076,0.0887516,-6.28832
-1.87988,-2.72261,-6.6848
-17.1478,-20.3129,3.9694
-12.935,-15.2359,-0.690987
-14.3906,6.14788,-16.8324
16.5861,18.0581,7.65815
5.99632,-2.89827,-5.71325
1.28404,-10.1537,12.2339
-2.59279,19.1708,-0.554069
-20.5626,-19.3623,8.64036
2.89132,12.1173,-1.06144
-3.62232,-16.3188,-8.58685
-15.6557,-12.8096,-4.25201
-9.36583,0.107416,6.33873
-15.894,2.07363,0.125705
-7.29121,-13.9952,16.6667
-0.24491,-14.2462,-10.8084
-4.53874,-7.84912,14.083
10.1475,3.09804,20.9295
-15.3421,9.83009,9.17016
3.62173,-20.652,-10.1623
-10.0231,-14.5857,8.7518
4.1389,-13.7001,11.505
-3.94656,-1.91065,2.08999
4.51032,-20.9079,-10.301
23.4513,15.1729,7.29782
2.24097,-6.85516,10.0634
-8.25731,-12.3968,7.72759
-25.4856,-8.97404,9.23171
9.7019,12.2483,-10.5356
-2.85612,7.82668,2.89675
-10.8712,-2.40997,-10.6834
9.33991,-17.6736,-13.1599
-11.1826,-8.05892,20.3801
-1.45993,18.5674,21.2273
-2.19718,18.5617,11.494
-15.5583,2.33835,20.6567
-8.62915,-6.78392,5.01831
-5.56133,-24.6309,21.8172
7.31047,-12.0802,-9.1923
4.64503,29.2915,10.0577
28.7201,-3.91428,1.7111
16.7263,4.46929,2.6538
-8.53257,8.37346,5.44877
4.56891,22.5504,-7.25289
-2.1557,9.95272,4.35192
0.732048,9.22744,-2.45652
-7.94432,-0.121462,11.6687
-7.46205,-11.5982,6.77381
4.59803,-1.4994,9.28196
-26.4779,6.25975,-1.45399
16.8536,3.03426,15.6541
-10.0643,-1.12137,-2.17695
-0.105944,-20.4348,16.3634
8.64609,15.1613,-13.3534
13.2873,-5.54126,9.77455
6.0309,-8.08376,16.6578
-2.76566,-15.5993,-9.18143
20.9574,-6.73556,6.83573
-11.3059,0.932214,24.177
15.7227,-18.6071,2.72518
9.88034,-12.5696,10.264
4.42967,-1.83442,31.2816
16.1247,2.75823,1.30804
6.2542,-7.78456,6.17935
1.65195,8.86913,5.28699
2.8351,-3.71094,-2.3193
7.7322,-16.2225,7.31909
14.0524,-12.012,13.1458
10.705,-21.2852,0.730412
10.8132,12.0535,4.00437
-7.48707,16.6068,6.07995
-1.7478,4.19685,14.6372
-18.055,-5.34297,4.84704
6.49648,10.9642,25.9003
-4.10031,4.46832,9.58362
-3.96467,-7.96953,5.50965
10.4468,-15.4068,-7.5959
-18.436,-9.13262,-3.62138
-4.00904,23.201,-2.3577
