x,y,z
8.50072,-2.25539,12.0299
-17.5163,-18.7126,-1.9348
-3.82099,10.8806,5.71831
5.8353,-0.884516,4.2417
3.45471,7.41591,1.73396
-0.0963649,-7.57643,8.49216
-4.75216,-3.13943,8.10227
0.611435,8.81048,13.4442
17.2162,8.39246,-13.3682
-23.4063,6.84784,6.07866
-7.84566,7.72503,-13.9791
-0.845113,-17.2052,5.76857
12.4755,-8.94002,17.0674
11.9256,-12.7047,6.89302
1.87587,-17.7983,6.23226
-14.1766,-3.61829,6.94555
-14.3345,8.25757,-11.5526
-2.69054,8.1212,32.814
1.09482,-16.4773,12.9562
0.555004,-13.4157,7.92043
14.3271,1.50083,2.84824
-1.15318,-15.8635,9.59417
-14.4283,-19.8803,8.35384
-20.9143,-20.4243,3.75478
-3.94591,-13.333,3.1684
-10.2218,-27.7595,7.34829
-7.42365,-16.8204,6.29809
1.57714,-12.4538,7.85475
10.5759,14.9121,5.87759
13.3814,-1.70611,5.0503
-4.66792,-2.84866,5.64167
-9.20343,-14.4236,14.6191
-7.51734,-9.24728,16.4636
20.0759,2.95184,26.5766
14.6524,9.23379,5.62983
18.1656,1.16914,-1.86068
-16.2032,16.2569,-2.36484
-9.44523,3.23624,0.165988
0.546805,15.6734,7.93974
-14.2535,8.8471,8.05468
6.50342,4.76283,7.21334
-2.76031,-24.5603,7.1565
14.7765,-0.526326,0.761025
14.0739,-3.52082,3.4197
26.5133,-1.01777,3.76309
0.583089,-4.55138,5.06955
-11.2825,8.81931,12.3203
-10.1104,-19.469,5.15831
-2.55009,23.8336,8.38062
13.2679,9.78575,8.83317
-9.66857,-4.29035,10.7928
1.97068,13.899,-1.42459
19.6961,-4.52949,9.04354
13.7187,13.0195,-6.19695
-0.915329,-10.8874,10.9947
18.8942,6.99394,5.54036
9.67531,8.2353,7.67387
19.6518,-1.38637,5.21221
8.12414,-15.9235,0.297985
20.0327,-5.02283,26.6056
2.54431,-0.496032,8.78411
-6.89436,-21.2589,5.89484
2.57853,-19.0409,28.3679
14.3161,7.42546,7.05522
2.14287,10.2862,2.50301
-5.55468,23.5582,0.617861
-3.5081,11.542,1.85034
15.1448,12.7961,3.08185
3.19259,-3.70799,16.6815
10.3966,15.0411,12.015
-13.7363,-0.642785,17.0436
5.24115,20.7114,12.8029
-2.86066,10.6495,5.83913
-1.2033,-26.7896,9.65023
0.919511,-17.8513,7.44265
-5.92626,-9.39841,2.49139
-0.0141547,-12.5951,14.4948
9.63492,9.89137,9.31647
22.3236,12.8677,17.6705
12.3945,-10.9537,4.23056
2.99488,-3.43249,-6.9448
16.2961,-3.02437,-1.76933
11.279,-10.3255,14.5115
16.8001,-0.209654,22.6351
9.34174,-6.26163,5.0892
10.1439,-8.09178,-16.662
7.75586,12.9032,-4.61998
4.56723,-8.89482,7.98356
3.24767,-11.9783,11.2776
-1.76082,7.88003,9.03268
6.14634,-7.10391,6.73663
8.63402,3.07448,17.1427
3.78251,-17.37,12.9126
-1.80785,4.24634,12.4139
9.77477,5.21622,5.7702
13.6308,-16.1861,0.783897
8.54729,0.228194,22.8028
-3.9319,-19.3301,5.75773
28.1855,-6.77954,7.94405
8.5984,3.89784,21.2062
-12.9707,-22.5688,4.00825
-7.34846,14.5388,7.28906
2.67577,2.92994,2.18176
-6.46931,13.9849,6.62298
14.8245,2.8066,-3.06332
1.84372,-0.203071,5.35984
3.65175,-0.136998,-2.99221
1.19675,3.84635,5.55986
9.35706,7.39734,10.8903
14.5577,-14.3953,2.94772
10.5331,0.600633,-6.09059
5.96318,-3.49473,-8.82853
13.7073,7.84946,10.3575
3.42863,-6.38719,5.20115
4.77842,-8.86968,3.95208
3.51421,13.3385,6.73701
-1.91621,25.0295,13.2544
1.09745,10.3661,8.93141
14.242,-6.32268,2.61735
-5.29615,2.55819,23.0728
8.20743,3.30521,2.53518
-5.0454,-12.8427,-13.0887
-17.8726,4.71673,2.86722
1.72407,15.5355,6.31942
2.97719,12.5084,22.4923
2.31624,3.31689,17.3133
13.4602,10.7626,6.34241
-2.01395,2.09677,-1.87512
6.76976,-18.5798,1.69347
6.26125,-18.6208,1.68698
5.52175,16.615,14.1716
-6.23396,-6.04342,1.43049
-4.21012,13.1393,6.02216
10.8909,-8.15653,-2.50679
15.8243,-3.85498,4.81705
1.26887,3.94412,3.54815
9.4602,-7.30529,2.99821
9.39368,-0.155222,4.34312
-9.12762,-7.75054,3.65592
15.9315,-0.672969,10.7497
-13.0085,15.24,0.0898831
-4.44209,-18.5379,7.46437
6.36258,-0.132029,-0.632191
2.86123,7.2764,1.01379
-0.661188,7.69377,3.68354
2.51139,4.65545,6.46244
9.95928,-12.1186,12.5637
-1.67713,-3.69159,-0.808738
20.3951,10.9851,6.89536
-5.50546,-13.914,8.1756
8.11884,2.12268,7.77343
21.7054,7.95101,11.2684
19.2212,5.1059,3.341
15.7497,-14.3024,0.582219
10.5144,10.6824,11.3272
10.6765,-0.0251146,22.2585
14.7724,-7.82396,-0.93199
5.89946,1.71972,-3.97165
