x,y,z
0.177196,11.7514,8.32466
-7.35512,-1.33192,10.7296
-9.43612,-7.70871,6.27664
-4.33144,-0.594089,6.30599
10.8501,1.34502,7.709
-4.09363,12.5434,3.6432
0.938151,1.44779,4.08657
3.47766,1.67005,19.1405
1.79998,-4.60309,8.79461
-0.36009,1.43061,11.3232
8.28438,1.09922,5.96377
-5.14518,-1.5179,5.10362
-0.00328218,0.506686,22.7193
-0.564569,0.370585,4.37954
-0.215016,0.0308982,5.11751
-0.129082,-1.45236,5.30791
-1.75211,2.35262,6.0872
1.89631,-1.71384,11.4493
5.8313,5.9249,4.69361
4.33643,5.82438,5.15158
-1.6485,0.349992,8.30083
-1.53531,0.14867,8.73174
2.86084,6.41277,5.74166
2.87478,7.89036,6.29053
2.93393,7.34565,6.04723
3.18889,6.50832,5.82691
-0.808628,1.20981,5.39202
-0.397953,1.34179,6.01857
0.233835,-0.204923,7.66895
0.486997,-0.423733,7.94176
1.53407,0.349904,7.54988
2.69074,-0.172763,8.04852
-0.99356,-0.337475,10.7229
-0.974209,0.759087,5.41464
-0.530357,2.61516,5.69855
-1.50615,0.790091,5.25345
2.06003,0.392776,10.2985
1.85331,-0.220493,10.2793
3.07169,7.21245,5.95823
1.53158,0.481915,9.14096
2.04616,-0.0698814,9.27077
1.95509,-0.755223,8.50622
-0.300643,-0.240183,3.85097
-0.779758,-0.232978,4.3644
-0.401294,1.34426,6.67623
-1.51912,1.05856,6.91443
1.22095,-0.382966,11.0792
1.2862,-0.39515,10.4136
3.73267,6.76143,5.5617
2.68795,5.94868,6.56358
2.3938,7.52698,6.57334
-0.852437,0.236978,11.0125
2.33713,6.84611,6.95273
-0.139521,-18.8487,5.6
-0.139521,-18.8487,5.6
-0.139521,-18.8487,5.6
9.49211,-0.198131,5.3
9.49211,-0.198131,5.3
9.49211,-0.198131,5.3
-0.108411,-0.757014,8.9
-0.108411,-0.757014,8.9
-0.108411,-0.757014,8.9
1.57086,-0.486604,8.5
1.57086,-0.486604,8.5
1.57086,-0.486604,8.5
2.97896,6.82175,6.2
2.97896,6.82175,6.2
2.97896,6.82175,6.2
-1.19294,0.993189,4.5
-1.19294,0.993189,4.5
-1.19294,0.993189,4.5
-1.27352,-0.134973,5.3
-1.27352,-0.134973,5.3
-1.27352,-0.134973,5.3
-0.892581,-0.641904,4.4
-0.892581,-0.641904,4.4
-0.892581,-0.641904,4.4
1.90522,-0.414325,10.5
1.90522,-0.414325,10.5
1.90522,-0.414325,10.5
2.97896,6.82175,6.2
2.97896,6.82175,6.2
2.97896,6.82175,6.2
2.97896,6.82175,6.2
2.97896,6.82175,6.2
2.97896,6.82175,6.2
2.97896,6.82175,6.2
2.97896,6.82175,6.2
2.97896,6.82175,6.2
-1.11294,-0.11472,11.9
-1.11294,-0.11472,11.9
-1.11294,-0.11472,11.9
2.97896,6.82175,6.2
2.97896,6.82175,6.2
