x,y,z
5.79836,-6.02738,4.40193
2.91574,-17.787,5.68994
1.01658,-13.1383,7.27325
-1.22226,-15.9841,9.54194
-4.42577,-21.8215,6.29921
1.66863,-11.5539,5.13465
5.69832,-14.5056,-0.487902
11.276,13.9566,3.57559
10.3659,1.20445,12.7276
5.54997,10.477,5.77358
5.24356,-13.9475,6.52837
-20.1934,-3.86068,5.26431
22.6266,-11.2727,-5.98712
29.3234,-4.87381,8.2726
-2.03042,-11.3409,11.2108
-21.11,-19.1777,6.57018
9.9264,4.0956,3.21006
8.57369,-0.356876,6.00504
14.3601,4.12425,2.58725
0.167937,14.8079,4.04446
-12.6845,-21.489,9.77972
0.693005,7.657,2.8224
8.08927,5.77578,28.0546
10.649,14.6525,11.275
-15.0856,12.2239,-1.83315
19.0958,-12.9423,-7.82513
-10.857,-3.03781,-3.16801
1.77379,-6.06085,-3.34006
13.4791,-0.0256061,2.93642
-1.99247,-19.7113,-14.8237
-5.36481,-15.8574,5.15421
14.2815,14.7131,14.1106
6.24897,-4.29228,34.7181
0.727777,16.8841,14.0441
15.0204,-0.415648,29.5751
-3.04164,-17.1648,5.66194
0.428105,-6.87138,-20.3269
-25.3395,-7.21816,4.28613
-13.624,5.11695,4.00034
2.20914,3.38341,2.30485
-4.1585,-14.771,15.0894
8.42955,-2.85483,8.02796
2.57091,-15.0859,-7.37589
21.959,7.13576,6.47535
9.67172,-0.273809,5.77582
5.57024,-1.11127,-9.29371
-3.4844,-0.510031,4.78331
5.04167,-2.79753,11.0669
-2.59776,-12.5495,-3.33989
2.0724,-0.763658,19.5558
-26.8789,-6.22149,6.58486
-8.24881,6.86324,3.50987
0.723157,-12.5055,10.7815
-12.3166,17.5384,20.6527
1.638,-4.27347,32.4236
3.99467,4.77277,17.1894
16.5622,-15.4863,13.4365
-26.4978,8.06698,-0.217492
-9.30689,2.4093,-13.8595
-16.077,8.18033,28.0242
4.5855,-13.7605,-16.9548
12.5644,9.54171,1.06186
28.2782,-0.0229609,15.6844
0.753645,-9.38691,12.347
-0.693544,8.39549,25.6228
-0.365288,-11.7246,2.74669
17.4822,6.17724,16.2859
11.7048,-7.89463,5.83623
3.21593,26.1864,-4.69118
-4.60155,6.08498,-10.3426
-9.01214,-14.1414,3.40426
-4.22099,-18.2155,21.1872
0.665573,-14.0203,23.1915
15.8376,3.97794,11.7958
-2.99906,-8.44796,-19.7718
-3.77387,-10.1434,-4.9558
-2.08243,-14.9238,3.0098
-17.3183,-20.5257,8.305
1.52445,15.5434,14.6561
-15.0967,10.3491,-6.12904
-12.5286,10.1763,-5.35812
5.201,0.490362,4.688
23.2862,-12.026,7.78289
-19.9739,10.2838,2.78114
7.47613,9.52314,11.3838
2.13707,-14.6735,28.9083
-19.6524,-21.2625,11.9471
2.23564,8.23188,-6.76419
8.22131,-17.2162,8.47351
6.18837,23.3083,23.0255
16.9368,11.0513,27.4755
7.92674,-15.382,18.1853
-13.8128,8.37193,-0.914491
10.7294,-7.77859,31.8103
-11.0019,-12.2398,10.1514
-10.6411,-9.50145,8.29655
2.85751,-7.08192,16.1239
-1.78932,-0.802784,-11.4174
-6.62278,0.19825,-11.2586
12.3612,21.4441,21.5136
2.64563,-16.7235,4.33877
13.6572,-0.103994,-1.93221
21.5356,-18.6108,5.64331
22.7826,7.47406,2.0497
23.3727,9.70447,20.506
-7.25152,-18.6417,9.33811
19.0137,3.02192,10.4852
-0.362043,-17.8393,13.1193
4.44389,-2.42916,-0.864673
-9.18099,12.7383,12.3321
-16.0096,13.5977,8.4452
-12.6966,-8.34396,16.9914
1.07626,6.95296,5.96895
-14.676,4.2491,8.9004
-7.6298,5.95902,-8.33733
-1.21158,5.61559,21.9346
-17.7461,16.4245,9.27851
4.32037,-6.21455,11.9457
8.55122,-23.6335,7.3701
16.2329,-1.48137,14.139
-5.12199,-8.1061,-4.86704
15.2873,12.0521,4.7549
3.42879,2.37063,4.01463
-15.6686,-6.69506,7.78332
10.0912,9.18932,12.4524
-10.0013,13.8016,9.8565
8.23486,5.9366,9.92552
-4.5374,-12.6894,3.62017
-3.50447,4.54809,4.64056
0.846043,7.69405,15.4545
8.08978,4.47339,-5.54543
-27.1211,6.86512,-2.81928
4.27604,11.9183,-0.460783
-25.5619,-3.44787,3.12487
4.4516,1.72188,7.50388
3.62919,-17.4551,11.9847
-1.40688,3.63143,31.4402
-9.70655,5.22731,11.7841
-4.34203,1.36874,-11.2766
-2.4995,14.4326,13.2315
7.02729,3.76497,-8.11864
4.80282,9.91887,12.9468
8.95632,-4.31944,-8.34513
9.52318,-8.45672,12.5609
-7.95035,1.55973,-1.76504
1.12875,5.93676,-7.26189
-2.60628,-0.809163,-11.0831
10.3049,-9.08299,5.25884
1.50501,4.77248,1.26757
24.5881,-4.02551,-0.421882
-21.2603,-4.66367,19.2441
-13.2347,-2.15553,13.0982
4.26978,2.92766,5.11412
11.0555,8.69712,6.39473
18.5447,-8.01591,-1.94526
1.08029,20.5417,20.4584
4.17756,-4.51181,34.4544
16.3874,0.990219,12.2771
-14.679,10.7511,13.2077
0.211178,-7.84629,16.6204
3.28151,18.9252,2.80773
-7.38833,6.27119,16.8146
15.2058,-16.3462,12.726
-23.3017,0.290131,-2.73468
-4.29716,16.5946,-1.11219
-8.22923,13.5131,7.46311
11.3613,-19.023,0.956756
5.39923,-26.3692,-5.95307
23.8673,10.7497,10.3555
24.5639,-3.24111,12.6533
-3.43065,-5.78279,-0.194082
-4.75227,-2.85118,10.679
-13.7475,-20.332,9.30519
-9.80938,-5.94902,12.4529
-2.8024,-5.6638,-2.30137
-4.4671,-0.215709,-12.3931
14.6762,10.2078,3.67256
11.5629,17.0686,-3.18185
8.67271,5.91559,10.504
-5.75597,-14.2298,27.2526
-19.0009,6.8964,5.13966
4.26078,-15.6335,11.0056
11.4704,6.21618,3.87335
-10.4632,2.27757,5.40797
-2.46598,-16.2572,19.1683
-5.31007,9.89771,-3.17252
-23.1587,3.77247,11.8916
19.0068,-1.64693,5.12322
12.1888,-13.5194,7.6036
-9.38032,9.70144,-7.8904
6.93288,0.0417182,19.6884
7.36405,5.18874,0.0789774
8.58649,-20.4569,-8.42704
-9.12679,-7.51639,1.94228
-3.7903,2.3646,34.0597
-20.291,19.0363,7.14799
-9.72433,8.4187,7.18174
5.05358,15.3292,-10.1941
11.8541,9.75989,9.01447
-6.08641,19.5552,20.7756
9.90611,-7.16155,-16.2012
5.1212,10.7159,26.5743
13.375,0.883448,1.10652
-9.67507,-18.6625,13.7959
-6.85376,25.9928,-3.17101
6.61887,7.30736,0.301585
-20.9174,4.61994,13.5117
11.328,10.7338,3.40885
15.247,1.44105,14.5851
-0.847629,-17.772,1.87608
11.4768,-8.00471,-8.45904
14.1551,8.4587,5.18106
-5.04096,7.40898,-10.7843
8.94078,-5.22337,1.19317
-24.8385,-8.37976,-0.485506
-23.8827,-2.65986,9.34077
