x,y,z
2.47205,16.3678,9.66779
12.7541,-18.0952,11.5178
-2.8389,18.8828,-6.17067
8.22797,17.436,4.7457
16.8105,14.2585,-0.624715
-14.5849,-7.95044,-0.108337
-0.53366,-17.5603,9.44163
9.65191,4.09093,-3.49969
-13.7504,-10.4288,10.198
-13.1527,8.44008,3.79011
-10.0596,9.74323,2.73301
-1.14046,4.54987,6.41928
5.34536,12.7371,11.9746
4.6493,-6.03352,7.26766
-13.3229,9.49317,6.66675
13.21,15.2814,7.1371
-0.124245,-17.0713,7.79292
5.4874,-6.39334,6.93068
6.9103,7.01094,6.3057
-5.28799,-16.6049,14.8401
-9.23118,-8.89766,4.41128
12.2593,-3.65508,9.52222
-11.1992,-1.85609,8.82972
16.4415,11.9352,2.7917
17.6226,0.724082,13.9365
18.5495,-5.70854,3.45431
-14.9537,-1.44265,1.13181
-2.37084,-10.4381,3.17509
-19.8767,-13.0966,-7.90348
-16.1008,14.4585,-0.624516
12.9609,10.1461,4.35939
10.1432,-11.7267,4.55253
-2.24033,5.5276,28.9771
-0.353688,-21.5601,-7.85585
1.4186,17.6758,4.76019
16.8426,-6.48266,0.546034
-19.4881,-19.6186,15.4816
9.48183,7.97353,3.5401
1.42573,9.75902,-9.66932
0.041533,-7.52737,1.3359
-7.53552,12.4371,7.13163
-1.56512,1.31931,-11.0849
20.3649,4.50458,14.2289
21.9274,-10.4886,-10.3516
0.488461,-7.72377,1.76086
-9.23029,-5.86534,11.244
14.5901,10.616,8.92663
10.9806,-21.6871,-2.89372
13.7099,14.9998,6.22448
-6.0273,4.96255,21.8923
-20.9303,-9.04943,1.10525
20.934,4.4709,21.3192
16.0125,-1.70391,1.19345
-0.599145,-8.48783,5.39858
-0.254219,-19.755,16.5649
10.8721,-9.63026,-18.9026
13.2367,-14.4002,4.1631
14.3556,8.06081,27.6142
-3.50539,-19.7232,13.5078
1.54402,-16.7792,10.2901
-0.102355,-1.88676,10.2118
21.4295,14.6207,10.9835
-10.7706,-18.0596,-13.8691
3.92342,27.1697,-3.45258
11.3611,-9.43244,1.02602
-15.7837,-4.55013,-11.9288
-2.20437,4.31547,10.4799
25.616,1.42483,-1.66749
-11.9759,-21.5039,5.19039
-2.07986,-18.7954,1.04158
6.25094,-8.08199,19.502
9.98814,-8.75726,8.55678
-7.04156,14.7768,-7.91186
17.1699,0.553136,1.02584
-12.6244,-19.3529,12.6996
-6.01927,15.0728,20.5875
-26.4027,-13.4858,8.36352
22.9738,-16.3526,15.9683
-5.97969,-5.08649,20.7903
-18.9167,7.15269,5.78536
-22.394,13.2228,-1.80211
-4.90356,-20.7408,8.09848
-17.4067,4.67378,4.21439
-0.0939836,17.2617,3.64324
-3.24845,4.9582,3.97188
28.5678,3.63746,5.08727
3.74623,7.79057,-6.55391
-3.2638,-1.96204,-22.8392
-0.0657326,23.1159,11.4708
-14.4122,0.153717,15.2707
11.6146,1.46388,-16.3551
6.30223,19.666,-10.2451
-24.9607,-13.9673,6.30601
20.6496,-3.19635,2.65962
12.0761,10.6735,9.26424
-17.0104,9.03566,18.3349
-18.9579,7.92667,-10.4536
-8.25443,-10.5015,16.5405
2.05191,-19.1593,19.2431
-24.9284,5.30462,7.04945
-23.85,0.191471,6.85028
-21.2196,-0.45293,-14.9885
-7.87094,-9.78438,32.0842
-12.6827,-4.53411,11.4476
-7.81561,-4.20548,-8.673
-22.6794,14.3671,-5.68418
-6.9089,-8.2534,2.40388
-4.00384,-27.6842,13.005
-13.1657,-17.687,9.58667
12.1048,5.62257,1.75649
-0.160918,-15.6304,6.79999
-17.2626,-16.6794,16.8763
13.9751,10.5489,5.43024
-12.6631,-0.667292,-9.28282
11.0316,21.0368,22.468
15.0536,1.13504,4.05171
10.2331,-1.86962,33.1893
15.304,-19.1543,12.9623
11.3014,-4.01103,-13.463
-2.22071,6.99144,9.42218
4.1674,-17.1654,11.307
17.2037,8.90859,27.8435
9.40021,-20.845,-4.84672
10.3939,-25.2587,9.26931
-10.8201,0.339916,-0.206247
1.53228,14.1473,20.2139
12.9439,8.0202,2.22007
18.5689,7.75729,15.855
-3.20326,-6.20588,15.3009
-8.12783,18.032,-5.45216
2.81457,-5.6598,3.0128
-7.43587,-10.5373,16.6537
-5.24782,3.66933,-3.27364
2.01151,-11.9587,2.5144
-6.51159,-18.6518,2.92956
-16.0399,-22.2227,11.7379
1.22278,-14.2098,7.03518
11.6091,2.20025,10.2131
-4.98748,-15.1766,23.0858
-12.7403,-5.61189,-2.28655
24.5821,15.3936,13.3511
-13.4414,-2.74241,2.03502
15.6361,-20.2936,-2.94786
15.8389,-9.23433,1.70839
8.49137,-17.0039,12.5151
2.47253,-12.9791,5.87348
16.9049,-18.281,13.7034
16.5278,-9.0824,18.6273
-27.5023,-4.13909,11.6852
-18.039,21.6425,0.293388
14.225,-5.61254,-1.53071
12.4776,-0.916532,7.33484
-5.3316,-23.2394,5.69634
-15.6701,9.81807,-0.285978
7.93577,-24.9448,2.05388
12.8919,-11.8666,0.0897488
3.12492,-17.009,-8.37947
1.82529,2.05927,1.04078
12.8679,-14.2227,10.3691
11.0834,-5.74593,8.60123
-1.12786,-9.45536,6.16801
5.48833,-14.7063,6.94829
2.33731,-19.4108,-2.81455
-13.551,-0.730352,31.5835
-3.50813,-22.294,3.88322
1.02715,-4.08397,-5.08486
-2.94111,-17.2974,3.81903
28.5168,4.85567,1.0496
-11.4602,-0.533351,24.0547
-2.73875,-6.64243,2.2734
