x,y,z
15.1071,1.82993,3.61501
-11.5877,-7.88865,11.1047
15.5087,-7.36176,2.46723
-4.82841,-2.11889,-12.6687
-3.47911,4.42126,3.25186
-8.74951,-4.2103,3.23102
-4.95336,-6.16477,6.70977
9.22822,-9.40434,1.96119
5.46463,-2.24169,10.1638
-13.1932,-14.7907,3.13201
-18.2854,-2.22687,8.18676
-9.41799,-21.3816,-1.08047
15.2168,18.7376,1.43007
-11.274,15.981,-3.7475
-6.79761,2.3914,7.52134
11.5295,-3.17549,1.78459
-6.39497,15.8337,12.1035
5.04565,5.58581,3.2779
-15.2443,-5.89143,5.69301
0.364327,-13.9546,1.45327
8.98898,17.8411,12.4296
-6.98484,-1.45589,1.3767
17.0411,1.25609,9.80756
15.3409,-23.6975,7.01995
11.601,-9.32699,10.0302
-6.23029,7.11981,2.10843
-19.894,-14.0421,10.9351
1.39276,-12.6016,9.65095
-11.0916,11.1928,3.16298
-18.8411,-1.38608,11.513
1.74918,7.28499,2.14853
2.13967,17.1178,-0.0604545
-0.514754,14.9431,4.65795
-25.5359,1.7358,11.8575
-9.5642,4.82795,1.00806
-3.7789,-17.8017,5.8485
4.87484,0.0786884,6.53551
7.69556,14.0051,1.05159
2.28073,-2.84743,1.53077
3.68392,-5.94826,10.9291
16.5213,3.87888,9.64199
-14.4509,9.90363,0.395372
13.179,0.00543593,27.4398
11.8384,-12.547,11.9754
-6.81581,-23.5906,11.463
-16.2899,-1.78406,7.83096
7.47162,-9.92699,1.80826
11.6961,25.2308,10.2819
10.5131,-20.001,10.1832
12.8364,-15.0671,-0.751263
-5.41851,6.80866,8.60334
0.762314,-7.82194,10.4137
-1.82564,-11.2467,4.51206
6.08322,1.74502,9.07916
-1.69338,-6.08619,2.79971
-12.8223,11.8188,10.5037
25.5666,12.9873,8.08726
-2.86269,12.9726,9.95198
-8.44157,4.64714,-19.8842
17.7982,-20.3295,-6.36931
3.51214,16.4939,-3.7341
-17.7871,5.70786,3.51042
-9.82594,4.82,6.60076
24.88,7.48521,11.8593
-20.9301,6.10309,10.3599
-13.7255,8.9512,9.39288
0.840427,3.28768,3.83421
-9.55702,22.6253,-0.447321
-23.6397,11.1248,-1.72571
1.22676,-12.0628,-9.03205
-19.3379,-13.891,5.58233
7.73227,4.44162,-21.8129
13.39,2.04629,24.532
-21.0604,13.6676,2.42329
-23.3924,-17.3959,10.1188
-21.4831,-11.6976,6.77019
12.7443,-12.2157,4.139
19.4935,-4.27747,1.60623
1.76612,-2.27548,7.70946
-3.07382,15.6475,18.3085
-3.23211,17.8696,-11.7863
-2.22766,-11.3011,9.41807
18.0235,-7.74647,0.729867
7.55749,5.01177,-13.227
6.93333,7.84272,-8.13531
17.8098,4.31807,3.28344
9.78966,16.21,0.281996
13.0973,9.67262,-11.8424
7.50617,9.44182,5.38802
13.5445,10.23,5.73985
2.63542,-3.40934,2.90808
-8.15123,19.2524,-2.24783
-13.3938,16.0645,2.78053
-13.0913,24.3722,3.32413
-5.96706,-16.1204,2.18037
-15.61,4.2378,3.85606
-13.0136,-8.61139,10.5353
-19.4127,-2.84994,-2.27977
17.1716,0.325815,21.7504
-18.4366,1.89948,-12.3888
-12.3042,18.2011,-13.4461
-17.1133,23.2673,8.98297
10.3185,16.0106,27.3151
3.44155,1.98647,-10.1044
14.9728,17.976,12.5789
-6.45063,-13.4734,18.8764
-3.86592,26.8394,-4.54267
-17.9906,15.0683,10.6455
-4.48834,5.5548,3.58708
15.324,20.3873,11.4742
-1.72244,-20.1417,-5.14539
-1.11704,-5.17887,1.24806
17.9009,-3.41147,2.40364
-11.9644,-7.13635,8.0567
11.5825,-14.3889,5.7345
-15.4963,1.55666,9.70543
7.10574,6.31619,11.1532
-6.09885,-20.9617,5.20999
8.5919,-3.71648,27.4423
18.0154,-5.26698,9.83136
14.0232,-10.6383,1.3911
-18.2984,5.76708,15.3178
7.14012,15.9421,-0.145922
5.94741,8.57954,14.9915
3.70292,-17.5738,7.29603
-8.67369,17.3032,-1.47312
-1.069,-15.0819,19.8128
15.6138,-13.1292,7.41272
-10.0128,-12.117,19.5894
4.72807,-17.1081,3.62593
16.7904,6.74177,2.61238
13.9079,7.44395,4.92784
8.86257,6.77981,-2.11632
4.16574,16.6831,27.4847
-13.3238,12.1977,7.14555
-15.4233,21.6263,17.6352
16.4236,-6.56074,-11.6211
14.4604,-7.98561,12.1312
-0.704282,9.91921,-4.56984
-4.29019,27.1025,7.94803
15.134,-0.820738,8.56843
-9.75829,-21.7317,4.25893
8.58149,-0.992071,17.5699
-3.70962,-5.45417,20.5927
-1.88199,-9.01901,23.7347
16.0042,2.41801,1.77445
-0.228534,16.4496,0.723841
3.29594,13.6803,3.31415
-10.4311,-13.4523,5.40018
-19.949,1.1769,-2.47337
-4.95147,0.445004,13.3774
-3.44239,16.0362,-5.64683
19.3488,7.28373,2.49469
0.671332,16.9059,7.52937
-3.8624,-18.9874,7.90999
-0.952635,-12.633,7.40029
8.94071,9.03653,4.03638
-8.87431,2.58986,-8.61318
-1.54927,-1.20099,7.87878
1.9682,-2.8257,4.97982
-0.795265,-7.0019,5.54173
-9.05565,12.8702,15.9568
-4.52964,2.81567,8.33185
-11.8762,-17.5144,6.56132
-0.873286,5.3421,28.1845
2.21218,-19.6541,1.36996
-17.4702,-0.175463,3.88266
18.2014,16.1623,4.96979
8.84492,-13.8244,-0.697511
8.53103,12.2118,-9.99678
-6.89658,4.74243,4.66263
4.05901,13.0189,-16.1777
-26.2259,-6.26927,-3.28051
7.13959,-13.0101,5.66474
15.1206,2.4938,10.6214
-15.1881,-4.54351,26.5266
-15.6199,19.5901,21.1206
7.67067,17.4705,-14.9604
7.44064,-20.9807,22.7407
10.6449,-9.70779,17.7822
4.33169,18.8456,20.3177
8.35084,7.13831,3.65711
2.26408,14.114,0.120153
-6.28532,-5.34725,5.3125
-12.9188,9.155,18.2347
11.0995,12.8655,-6.92519
4.74125,5.2573,25.9789
-16.7662,-0.319073,12.8403
23.0002,12.3233,5.40951
-13.5619,1.56144,0.262104
2.63921,4.47007,-8.7607
13.5564,1.06691,11.7584
-1.03789,3.65899,24.4441
5.56406,2.10821,19.3565
2.35406,15.0147,1.6065
-24.5185,-3.57533,-2.29371
-15.2722,-21.8004,0.314378
6.61263,-0.496428,16.0006
-9.07626,19.1861,-10.671
6.94137,6.2771,-3.3541
0.649947,6.07656,10.3391
-9.38435,-0.140817,-4.09409
-9.96526,6.01896,19.8187
-3.47571,-18.2512,2.47766
-0.369616,19.3468,-16.162
14.5976,-7.07386,10.0039
1.32747,3.95859,4.57455
2.97311,22.0917,0.0956179
-12.3699,20.005,10.941
0.0729344,-3.0924,4.47525
10.5207,9.25752,0.927592
-7.9065,14.2672,0.860074
-20.0304,12.3058,-8.22673
8.64237,-12.2846,-8.2696
2.41584,-14.9403,-7.04756
4.06429,-18.0406,-0.3267
3.78055,-5.89496,31.6489
5.07635,12.5679,10.5955
7.93711,21.4882,0.554348
14.6851,-23.8403,-4.06008
10.328,1.0672,-18.4573
0.188868,-14.477,11.3549
1.26245,20.9638,22.9647
14.925,20.529,8.51256
18.7597,23.034,9.19172
-1.75849,-19.1424,-3.82533
-27.3005,-3.33213,3.16301
12.6635,-10.4041,19.5608
1.88632,-11.4378,22.8175
1.39655,15.0965,8.45623
7.88532,-2.42336,18.7505
7.98412,12.113,-5.79657
-1.78834,-17.4329,11.0186
6.90344,17.6034,6.58874
-18.8899,-3.23498,-16.1305
15.1891,-1.15901,10.9039
14.8611,2.88427,-8.03402
4.72171,-21.8476,6.39454
6.58068,1.67618,14.5112
2.38208,14.8126,13.1943
-6.75237,10.5993,5.60226
7.99051,9.50218,17.0422
12.8858,24.0545,16.8706
-19.9054,-6.76691,-6.75428
-0.632645,11.7398,11.8711
13.0945,8.88345,-2.10431
-11.7148,6.57823,-5.94233
-19.0464,-12.7707,-1.89594
-7.28917,11.2347,10.1123
-1.91703,4.52214,25.8113
-9.27429,-8.24873,-16.0191
4.75049,4.76246,6.29854
12.5385,-1.63818,11.2219
4.77122,8.57109,27.4611
8.33951,9.438,21.0281
8.16785,-16.5868,-5.03744
8.05694,-18.6712,2.97814
-8.79182,-12.191,19.1969
-9.32517,-8.15705,6.09101
