x,y,z
0.210904,8.36415,2.80799
-11.0092,10.4659,4.17067
-14.2536,16.2783,11.2302
3.87368,-16.3675,9.05522
16.9675,-9.04003,3.20465
14.1825,14.97,6.27451
-20.5455,15.5876,3.96296
4.73506,1.08793,1.10799
-12.8867,-1.8292,-9.25093
11.9061,-8.6744,6.88624
-10.2728,22.0709,0.777089
-16.2774,1.24023,1.79117
-28.9291,7.58168,5.8359
12.849,8.67385,8.66027
19.3798,1.12897,11.5728
15.1662,-17.3617,9.89042
-9.88328,18.3776,10.0853
-18.4595,1.45676,12.7048
12.7837,8.48454,1.38353
-4.57658,5.45275,5.78532
17.9984,-8.24615,5.44689
16.6784,-0.751292,9.68087
-0.185023,23.0347,12.524
0.405206,15.5194,7.31386
-3.02164,-20.0216,0.8046
5.96256,-11.5829,8.77533
12.8185,-25.408,10.2566
-15.1935,-5.04916,16.5277
25.0176,2.84488,-3.87666
-9.94045,10.5539,0.285145
-7.45955,-15.1764,-1.2266
-18.4725,3.5053,12.9893
10.4631,1.45122,12.0063
-1.47318,2.20552,3.96724
6.93556,-6.38525,-0.156506
-0.919654,5.8267,16.5506
-13.1329,-4.56131,-12.6851
-3.51966,-20.6987,4.88291
2.58996,13.2505,10.1712
16.0814,21.4684,10.0634
-16.9838,3.31461,2.97282
-0.649994,-9.13853,21.4361
11.288,8.38585,-1.45216
21.3191,14.1096,-6.19252
16.8514,3.82457,-13.7675
-13.7472,16.5151,17.7183
-7.13702,-11.2617,3.23821
-16.1782,-23.4172,11.0525
-2.47413,6.99516,5.5305
-4.7161,4.942,10.9136
-6.94532,25.1933,8.20392
14.0693,-20.0143,-0.752724
-16.7408,-2.34385,9.88463
0.914894,-12.9506,20.9491
5.73161,-24.1063,-1.89311
-25.5207,-1.64847,19.8341
-1.28183,-18.2845,8.09403
-10.533,-1.78757,31.0548
1.20155,-8.81822,6.33889
-4.65558,24.5652,-3.11785
-4.00946,-13.1469,-1.10015
-14.5705,-0.0331561,6.79866
-6.84912,2.73165,23.862
-20.0432,5.18625,13.3678
6.88622,4.06258,28.9216
-19.4623,20.2603,6.14979
-15.2322,7.22182,9.39127
-17.6478,0.196588,11.5862
-10.9835,1.23958,25.5705
7.52537,-24.0687,-8.83585
-10.209,16.7302,25.5129
9.82036,-10.4538,16.3971
6.46413,0.440715,24.2322
19.6855,-18.7617,8.61118
10.062,11.1103,-0.0309557
23.2824,1.27892,-2.41592
23.9927,16.8412,5.00445
3.63417,5.04051,13.5338
7.05285,-21.0688,6.11005
11.2339,1.48821,-12.5583
-10.0378,18.2074,-2.44433
-10.5602,3.74897,2.91603
-0.0433999,-1.2541,-12.2186
-2.8531,0.551876,1.67027
-4.65795,6.55547,-12.6039
-11.0176,9.4976,-13.5081
3.17669,-4.1988,5.10821
9.92553,7.70976,-19.9073
11.3651,-0.376603,33.5876
0.60064,-8.33132,6.82983
4.84428,-1.31318,13.2869
7.67699,10.647,-16.5552
-2.04377,20.3333,5.2947
5.09879,5.74526,4.78475
-9.95587,-3.37899,-1.50894
15.6646,4.12915,5.53539
9.63431,5.02708,11.71
-13.8756,10.4468,5.81474
4.76626,-6.52057,23.987
1.94443,25.7058,21.1702
-24.2396,0.241504,-11.5772
-13.4013,-12.4514,-7.123
3.46805,19.773,2.57159
9.77033,4.48147,-1.60174
-21.2517,-7.54734,0.124476
-10.993,-1.2669,21.8354
12.9503,11.1569,25.5041
2.47274,-0.681165,18.3485
-10.0248,7.27606,0.908101
9.27236,2.5228,17.4885
0.268059,17.6788,7.03704
-0.912538,10.268,24.301
-5.8648,-1.34197,7.03628
11.7614,-9.4528,13.0042
-16.6489,-10.9326,-9.51663
0.857428,0.74318,4.15854
-4.89911,22.6125,-7.85451
-8.72197,2.16975,3.53957
-4.97638,6.48767,1.20205
-15.3559,21.5177,1.75595
-6.88069,8.03882,31.6924
11.8762,-11.3142,24.48
-3.0634,-7.0041,11.5132
9.48523,-8.82287,8.90493
-23.5954,-15.7043,8.95897
-8.61531,7.42339,0.825633
-6.41853,-27.0836,12.936
9.62746,16.6472,-8.94443
9.09537,13.9137,18.306
-23.7656,6.39999,-4.57542
-2.33817,-4.30324,25.5246
12.7211,25.5479,-3.05155
5.80553,5.9301,29.1766
-8.84413,-16.0097,2.73385
6.4501,-6.29191,1.8575
14.5708,-15.7291,9.56159
24.5174,4.69223,3.99648
-4.46492,-11.4126,-6.55395
4.86485,-1.8896,-4.945
7.90699,4.91628,4.32707
-8.06186,-5.63663,19.0894
7.07035,11.4743,4.36009
-0.706252,18.7071,9.23457
15.1768,-1.86119,6.53309
-23.7516,16.324,10.8393
19.491,-10.3945,-1.77253
9.16597,-26.3009,7.86751
-15.329,-15.0105,-10.2621
-10.0642,15.6382,-4.10438
-7.88122,-4.77829,-2.21509
-3.08751,-10.3765,2.09286
2.31028,-26.6089,11.171
-10.6788,19.7722,20.2536
7.51116,19.7157,19.3306
-14.9494,-9.92031,17.5261
-13.1842,-4.03748,1.20899
-7.35234,-0.0530716,0.140027
-12.4753,-18.276,-5.15357
15.4364,2.33485,-8.15739
12.5007,-14.5042,2.1544
-9.39402,-6.61895,3.75737
5.93783,-16.0281,-1.35338
10.2002,11.766,7.35469
2.05462,-28.9535,6.05177
-21.7832,-3.34365,2.90238
7.30524,25.5526,18.7702
21.8535,15.0089,-1.84689
15.4152,-2.29351,1.23795
-1.80806,4.62015,-4.71174
14.533,1.92317,13.3779
1.67463,-10.6544,28.1356
-11.2318,8.64097,6.85751
-1.20428,-1.71176,15.1779
24.4119,7.09739,10.7265
4.53434,0.941826,11.8825
18.2399,-8.79032,24.9315
-11.116,2.97957,-2.45171
15.0411,-2.38498,10.0838
-8.94253,-5.1609,-14.0951
-8.78144,0.548253,0.336969
10.529,-13.0619,2.21181
-6.16176,2.21428,10.2588
-0.258486,-0.479643,-9.40669
-27.2278,-8.45285,7.71201
-18.2295,-4.937,2.14373
-2.71793,-6.87474,13.3516
5.38764,-8.56552,6.06634
2.05743,-8.06147,1.21317
6.64098,-20.5832,16.4812
-1.74845,-17.7055,15.4841
17.1119,4.5304,8.50169
-18.3878,5.59081,-6.09635
-7.14176,24.0853,-1.16733
-11.4409,-8.36253,7.21471
-16.4604,13.2902,15.1468
7.87141,0.477661,8.72677
-7.31472,7.72879,14.8929
4.97851,15.3819,9.64597
-1.67029,-28.9559,10.9915
-5.7832,-6.79977,-8.89851
15.9025,21.8379,6.45973
-12.2378,-17.4839,-1.76305
12.9374,3.40538,2.87454
16.6766,-2.48323,4.73395
-14.6033,9.30179,22.5549
19.4214,11.5093,7.36239
26.6577,1.73127,17.4634
-5.67171,18.3332,9.44903
-3.52515,8.18959,4.39964
2.82794,12.7866,29.0447
-24.1565,-10.803,-1.80493
-19.8701,18.9144,2.90179
0.238261,-23.744,22.7361
-18.7787,5.74972,23.3306
-2.20005,25.5436,2.21333
-17.0717,19.7461,-6.38221
-8.5367,14.0179,8.57858
-10.637,6.06917,-9.32995
-2.89303,3.08529,18.88
-10.8618,-24.0751,2.69798
9.00967,16.6933,5.09922
10.0013,9.11532,3.21629
14.7808,10.5118,-5.88409
-2.0703,-14.7861,14.8236
10.6387,1.33917,-8.6492
-2.59761,-0.31957,25.001
7.32534,-17.1343,2.48045
12.9194,-1.44646,11.1782
7.25201,12.8741,2.30598
-19.922,-14.9213,5.43407
0.926426,8.33886,30.0243
-17.5177,-23.2714,9.66225
0.346879,9.75071,1.73915
-6.64883,3.7845,2.06027
7.68533,-11.6474,22.486
-27.7857,10.6961,7.71431
24.3041,6.62586,-4.43586
4.35296,1.9114,23.8398
8.19914,-7.30274,0.295415
-17.7689,-2.71886,1.38722
22.9868,1.31931,10.5981
-7.94529,1.9619,34.7814
23.5882,7.61705,13.321
2.57058,4.6393,17.2935
-2.91713,-18.6294,20.4276
7.30898,12.6313,29.0763
-16.3298,16.5595,-1.06434
-0.67679,-15.3107,5.62602
5.4444,-13.9743,5.16013
-6.18334,-8.28222,17.5294
-18.5029,-2.50357,-8.40978
1.46701,21.0022,6.23463
7.52561,7.85415,-2.55323
-2.47047,15.0326,30.4782
-4.29856,-26.9989,9.64332
-15.784,9.13176,-6.64557
5.10905,-8.4578,-3.96693
3.60036,9.93077,24.6494
17.3443,-19.2434,9.94612
10.7836,-16.7341,4.83792
10.1257,-3.0099,19.5389
10.0064,16.2698,-1.22459
2.68209,5.28534,-1.92895
-10.1431,26.4702,1.96351
18.7477,-8.53835,18.5052
0.373232,-9.06148,11.7522
3.46818,12.4837,6.70282
17.9133,9.17028,-8.90549
19.2377,-21.5836,5.07887
-5.56775,-25.8748,2.03882
