x,y,z
-2.40736,-19.8894,3.92885
10.7465,-3.10663,1.99236
-11.5684,-10.0822,10.6059
15.5145,-6.23835,2.67077
2.00216,6.7955,8.46352
-4.38985,-2.09479,-9.20297
8.06839,-2.26569,21.3983
-4.40437,2.47585,3.05975
14.8177,-7.73375,4.7617
-7.93324,-4.65701,3.22764
-16.9158,-0.770205,4.10173
-4.93358,-0.523599,6.68856
9.45259,-7.58508,2.46843
10.0098,-5.25869,10.1641
-12.5345,-15.6844,4.58934
6.56032,-16.7854,2.62265
-15.4229,0.029624,8.10037
8.87701,7.31761,17.0773
-8.93515,-20.8829,0.728798
6.21732,26.4827,8.62352
14.0356,18.7375,1.45957
-9.60756,12.7241,-1.6211
-4.88949,1.59753,6.56084
-10.5177,15.6302,18.0914
-6.95954,-18.3704,-12.8647
12.8745,-4.7959,1.69101
-7.93715,15.8431,12.106
4.29334,4.18752,2.51908
-5.57735,-0.938461,4.80373
12.7097,14.8905,-12.2625
-16.0852,-3.99458,7.35289
0.41999,-16.2881,1.54983
1.389,17.5631,12.3909
-9.32565,3.76185,-0.68474
-7.41218,3.50987,1.3687
-16.8691,0.739221,9.43422
14.1882,0.260236,-11.788
-2.75527,20.8665,0.232525
0.789536,1.25021,10.0755
13.388,-17.9824,7.68157
11.528,-11.4306,10.0705
3.33092,25.4046,0.90996
-6.46136,4.25684,2.047
-8.9884,13.2485,4.82142
-17.2353,-13.0652,10.2492
2.06662,23.8762,9.59934
1.36786,-7.628,9.7183
-9.0047,-17.2051,20.8345
0.698854,-16.3547,0.09433
-2.90496,-16.0042,24.4026
-15.2115,11.4628,2.971
-15.8122,22.0842,5.32912
-14.5113,-1.39022,11.5217
0.202058,7.89546,2.16426
-16.8436,23.7578,8.89439
8.73026,9.68854,2.6735
21.717,-4.57067,16.5784
12.5826,-10.4843,27.893
13.9432,8.49662,10.7221
1.69626,6.24026,4.63763
-8.20511,-13.7936,3.78616
13.4946,2.7962,8.59679
-13.97,-7.01928,28.5583
21.2143,6.73571,18.189
20.1035,-17.849,-1.07412
3.76682,-24.0545,-7.59807
-11.9965,2.71991,11.7943
13.354,12.346,5.34933
-6.14795,-9.04062,27.811
-24.2942,-3.63505,2.33233
-0.0521768,-22.1869,14.9063
3.61158,20.986,25.6238
-14.5325,-25.2309,1.56699
-13.0851,21.6864,-2.41858
-8.21634,10.7968,1.00895
-14.5427,-9.49805,9.89599
-25.4633,-13.173,12.6762
-20.6202,-20.3172,3.50538
12.73,1.00002,31.6827
-4.84827,-17.5575,5.84746
-8.84215,7.53472,-5.18001
-18.6322,3.25657,-0.154154
-2.80596,15.4042,-15.5504
27.4232,0.263639,-2.7867
-10.4334,-13.143,2.25712
3.81388,-19.4566,-7.28959
6.48733,-17.788,9.94606
1.3563,3.14285,-6.25323
-7.60248,26.2241,-2.99989
11.072,6.16814,19.4232
-15.9174,-3.76605,-5.64047
7.00382,0.328846,6.53223
4.28836,-16.1722,-17.9237
-18.8344,11.2537,22.1309
10.6716,-5.13374,3.77853
7.83217,14.3363,1.02629
8.59149,-16.7911,-3.84438
-16.4719,14.8434,-14.0884
-1.23357,10.6862,-19.5494
-12.6622,-5.46608,-0.921572
23.1919,10.8848,-4.95591
16.4703,20.8629,12.7167
-5.79009,20.2159,19.2133
-13.5197,24.4287,6.1504
-8.80517,-23.0081,-2.36444
19.3735,-4.84127,15.5628
9.97289,-15.4945,2.00929
-13.7601,19.2775,17.2714
-15.2621,1.49069,-3.77919
12.4389,25.7351,12.1289
0.43199,-3.40269,1.44593
11.7614,-13.8995,-10.218
-4.22593,6.36157,5.94785
-3.85285,-6.75967,4.53401
9.46171,-15.6275,-9.14138
-24.1729,-5.92779,1.75698
2.87195,6.8643,0.0338833
25.9475,7.47407,-6.30221
17.4038,11.2858,-5.28423
8.17985,-4.70982,28.142
0.370372,-15.9636,8.38838
-0.823177,-1.72181,5.02557
9.44512,-7.19719,29.2952
-10.9917,-14.0874,-11.9536
5.7931,0.311565,10.6796
-6.1946,-5.76442,29.3753
13.5993,16.6821,2.34066
-0.238605,1.00083,33.5262
3.43679,-5.3928,-9.29286
23.0676,7.82271,-6.43566
-5.07618,-5.40764,31.0243
17.6555,-14.9144,20.1824
16.3766,5.07868,8.64451
-11.8613,21.8216,15.4516
-12.1375,9.03746,11.6514
-4.00309,9.95762,0.336781
-4.53938,4.93332,13.5852
13.3376,-2.08207,23.7883
-17.5423,-10.9021,-4.13928
10.0846,21.723,12.244
6.35417,-2.52966,14.9569
-12.8486,12.7024,5.99994
6.76261,13.1423,3.61998
14.3491,-0.25326,24.3849
13.342,-9.93989,11.9664
-6.836,-22.3604,9.79509
4.75001,-13.985,23.5301
-14.5203,-3.3304,6.98692
11.8404,20.8562,-2.04492
-1.53161,-4.28228,-19.1239
9.11153,-9.95047,1.6235
13.1936,15.0645,10.3444
8.64803,-20.2562,9.80566
11.9464,-16.6933,-0.49916
0.0578507,-17.4081,26.3572
-4.794,6.73289,6.46673
-17.8054,6.2859,29.0054
-0.340121,-7.95046,9.63998
-0.564595,-20.9273,4.20302
5.17337,-1.56928,8.66756
-23.7228,-2.30287,5.61826
-3.50178,-9.06825,4.12492
-12.2071,9.68841,10.3325
16.9202,14.1032,8.31055
-2.43292,16.266,10.2236
-14.2904,-12.2355,16.8709
-8.82665,6.62638,-15.8137
18.1117,-18.131,-4.71421
1.49599,21.4901,-5.73738
4.73037,16.5196,-2.98176
-6.66906,-18.102,25.8848
-3.84053,22.1029,21.6228
-14.8221,2.13275,3.48742
-0.571562,14.7713,4.03093
-6.26346,0.711898,5.77264
21.1053,7.48054,11.6815
-16.4964,1.1333,10.298
-10.8931,11.3762,8.36511
-3.63429,2.88028,3.90976
-6.068,-0.658725,16.1129
-10.0639,22.0162,1.87771
10.6376,-16.2983,6.584
14.236,26.2446,7.6164
1.33784,-15.7779,13.1839
-22.6927,10.4869,-0.138285
26.6632,10.9263,1.19428
1.08165,-9.36829,-6.88768
16.0591,4.50108,4.17799
2.52262,21.3456,-13.676
-11.2475,-13.3897,5.08921
26.8674,0.284991,3.55297
8.38576,3.59145,-16.5321
13.6047,4.04887,19.651
-14.8353,14.405,2.53344
-20.492,-17.3851,9.96894
-15.4528,-12.8293,6.8928
14.0629,-10.1247,3.74845
16.2494,-4.81881,1.5078
1.5365,-6.08428,8.7556
-1.56773,-23.821,-4.74853
-3.24362,11.0532,16.4409
1.89506,-14.1759,27.162
-20.5347,16.4627,18.4384
-2.39042,11.2904,-8.75001
-1.91042,-1.60085,8.32871
18.2315,-6.84218,1.23249
9.91873,4.46519,-10.0326
6.16532,4.51102,-4.58048
17.8275,4.70278,3.28276
9.81402,2.08301,0.723987
8.12504,-21.0041,-8.44588
8.97656,9.94279,-17.6246
12.2425,4.35908,-9.20705
-12.5757,13.0268,-17.5296
10.4871,9.16281,5.25824
11.7459,9.75673,5.27092
