x,y,z
15.3617,4.18637,2.59467
-15.4205,12.3276,7.70452
-7.01366,17.5078,12.4483
-7.3292,22.3786,1.01183
5.29473,-0.418998,6.53776
-4.2549,-6.81175,11.3046
15.6718,-9.88575,-1.55447
-7.4082,7.05009,15.4106
-9.49321,-1.57231,2.8262
0.159119,-14.3202,13.3959
-21.0197,12.5923,4.91746
9.1,4.5068,10.517
2.79301,16.1036,-4.29672
-9.69156,15.4664,6.32958
13.3551,-0.707032,7.93722
-0.228418,10.6371,3.43179
13.0902,6.80398,5.25341
-0.990372,-7.63981,5.54273
1.89957,0.789942,10.3408
0.600807,-7.08237,3.27116
23.3892,9.53321,0.980225
-5.87744,11.6557,23.1607
-4.89567,11.8504,10.527
-12.9631,8.9179,9.95239
-9.34527,-6.77927,5.73831
2.04402,-3.11577,14.4514
-5.40676,3.57819,5.70089
-4.42057,-7.45168,5.03204
-1.63298,10.8626,9.0601
3.98211,-1.12661,9.87325
-15.0157,3.68484,9.18247
-9.56764,-4.12428,-12.8675
-12.046,-22.5937,6.90058
-9.3848,-1.88674,-0.0723586
-23.228,16.1387,13.0697
19.6429,18.39,-0.746675
-2.01604,3.01721,7.51102
11.6111,-9.81877,10.4265
-1.0225,-8.67662,0.378315
-9.26423,-4.96383,8.32469
-11.1089,9.97473,18.1734
-15.6703,-6.06598,9.53507
-10.8668,-7.98916,8.69452
-18.9626,2.62611,9.66639
12.5753,17.0264,2.70393
0.463203,-15.5155,11.5284
-10.2951,18.1014,-9.75894
12.7535,-10.9568,10.9114
-9.27629,-12.1411,11.5426
-6.00707,-0.250716,-1.93902
17.9116,1.57044,7.81693
7.78977,5.73993,2.30566
15.9068,6.46518,-9.80616
22.4447,-2.68543,-2.58431
-1.07617,3.17566,29.9428
10.3804,-11.6064,9.81184
5.81539,4.06866,6.7723
-11.8748,7.48775,-11.2887
17.3402,-10.4862,0.98897
7.07581,9.44403,28.1132
10.8441,21.2015,-7.66805
6.70329,-20.1865,-2.76605
-23.8214,8.46732,6.99259
-10.5372,-19.5047,-6.11869
3.49628,-16.5194,10.3202
-22.7002,-3.8843,18.2955
-5.53588,16.8477,0.22845
8.45712,-19.1448,4.81467
-5.34453,18.2247,17.9655
-4.58143,-22.6282,8.67864
-7.55337,-2.75432,17.4795
-12.7938,-13.4952,0.730081
7.08715,-8.7552,3.33488
-4.97045,1.65353,6.14844
3.34379,-5.56739,6.85194
-4.33808,-2.98215,25.6446
-12.0314,-8.49778,-7.22889
4.95898,-15.0274,16.7641
-2.80373,-14.8463,-7.28577
3.80211,-16.7353,8.83935
1.40732,-11.5115,5.28876
-5.6872,7.97328,20.3934
13.9613,-8.27817,1.93403
9.54687,26.8374,1.7495
14.6447,-21.7965,10.2109
8.68254,7.70757,27.6971
12.5852,-10.5785,-13.9809
-18.4017,-20.3236,10.8186
-6.05916,-23.6933,0.402569
13.2715,7.98066,7.4716
-22.8237,-2.20054,7.28375
13.1049,17.6931,18.908
-9.69149,10.7568,21.8597
2.13707,0.285154,-10.0116
19.1452,-4.31832,9.29024
5.89584,8.91252,31.0543
-4.03579,-11.9506,6.22219
-1.97482,15.5183,6.0447
-14.2891,-6.22358,-1.16992
-17.2403,0.808226,-9.59537
-0.805431,-1.09949,14.7296
3.78172,0.91201,9.80787
5.88224,0.898791,5.92881
-3.23584,-18.3369,20.9508
0.382685,-11.8516,16.5485
-1.35832,-0.363518,-22.6314
16.891,5.28829,22.937
-10.1149,-1.13221,4.86663
-8.3298,-3.94323,9.11218
-6.44764,-6.23521,-12.5293
17.0184,14.8314,1.38897
0.737982,-12.2255,-2.70075
6.41356,12.1699,7.07066
23.3625,8.50727,-3.93214
-2.62261,-1.49235,10.144
21.1757,-17.0436,-2.83537
16.1069,-0.3473,10.938
22.4159,3.95212,16.0721
1.47421,-5.53721,10.1124
7.6802,-4.8587,13.2498
4.89375,2.14892,19.0516
6.07444,3.08933,-10.2991
-18.1855,14.7051,18.007
-16.4541,6.49154,12.0078
-0.419427,-4.75701,-0.205489
18.9508,-4.25219,8.09385
0.624554,-4.0102,9.93047
-8.53282,11.2808,1.60152
4.61439,-20.9477,6.15391
7.61366,9.22485,14.1733
-14.1414,-0.42712,-8.25887
-6.71149,-7.56125,18.7286
5.09447,-22.2531,8.47064
20.0737,-6.84113,7.68089
-29.4279,-3.14114,7.63369
21.3339,3.25397,-3.66098
4.31995,-6.88059,2.49063
22.7903,12.221,13.3018
0.507031,-11.6164,0.934208
-5.74061,25.1441,2.67586
-1.16829,-6.09603,33.7303
-0.417228,-2.18768,25.4126
8.17702,15.3564,20.414
13.7301,-4.48922,11.9586
7.02472,-12.858,-14.737
0.0436221,17.5971,1.36824
-3.04059,-3.05785,-3.08954
1.7051,15.9372,-12.4952
21.0601,20.4166,11.2355
-14.2,13.0412,27.0978
-10.6242,19.6723,23.9511
-21.4707,14.9379,12.8899
21.382,-15.1263,11.2858
-11.978,3.68902,17.9117
-0.437244,-3.84215,31.2408
-2.0179,24.1215,6.17615
-0.142234,-7.74245,6.1228
17.6542,8.06714,10.7747
-8.39613,-0.55209,7.92834
20.2314,15.0069,15.8587
20.5568,-2.4029,-7.86567
3.1426,7.1999,23.5387
11.6253,-3.04715,0.700559
-2.6567,-13.4015,8.26307
21.7888,8.25316,11.5354
19.7608,-1.21646,-9.28147
-1.62106,-14.6254,8.56569
4.12329,12.4549,10.4443
-4.37085,8.9801,16.429
-2.77479,8.9024,-13.9446
-14.6485,22.5274,10.2636
20.6483,-10.7466,20.7954
-11.7135,8.42082,-10.1005
-14.2724,-13.7659,7.01847
-6.84438,-8.04281,-13.826
-3.51111,-15.2987,4.13697
18.4084,-6.60267,2.5942
-4.82786,23.1019,4.54416
13.9441,1.01876,6.30594
1.78965,-6.98763,-13.1353
-15.3125,10.2434,11.1077
14.2643,-15.1391,10.7103
14.1147,13.2793,-9.21182
10.8123,6.99099,8.68234
-6.88973,3.87781,-17.5961
3.01729,-16.3178,-8.64105
13.553,7.11173,1.34462
-1.32259,-25.462,3.56365
18.9474,0.660113,-7.4149
4.75475,-3.10174,-3.28687
-23.5493,-6.87131,-5.61964
-4.91545,-14.4615,-6.45536
3.69064,-10.276,-5.41161
-2.60909,12.3631,8.85758
-6.93331,-5.5586,2.46065
16.1104,-10.3013,20.5212
-0.257769,-10.1382,6.76301
-24.4326,-5.15473,-3.35991
-6.36711,-0.155786,-3.97911
-3.62753,15.4146,16.6458
19.9691,3.2748,-12.3984
17.815,-11.2792,15.8485
-7.28102,0.730046,25.1791
0.572252,-17.435,-1.1173
28.3374,-4.73297,14.3866
9.95031,20.339,-9.98549
-3.04964,-1.43927,11.0952
-2.20554,3.16132,-10.6479
-4,-0.499537,-0.148415
-9.14635,25.0232,17.8477
-10.0368,9.4002,28.0477
6.36872,22.6948,0.584482
26.9731,-6.73177,5.22238
25.9447,-2.21148,1.97249
6.87561,-0.29466,13.505
18.6119,16.0769,14.6906
11.8562,23.0726,8.1193
-23.9482,8.09131,14.7145
-9.83083,12.6079,-11.08
-21.9657,-1.24279,15.3804
-15.0266,9.06422,11.3368
4.00662,-0.859972,7.67077
15.1085,6.67514,7.44806
6.81585,0.656171,-7.30665
6.27947,16.2587,22.381
-1.44708,-8.15207,-16.1626
8.55971,-17.5684,27.235
-18.1144,-23.0681,8.05533
8.84057,3.64616,3.79893
-11.1184,3.06206,1.04258
12.6011,7.79784,11.5704
-1.30915,4.23139,9.50329
21.5644,-17.1361,14.5583
8.95506,15.6706,7.56988
-10.5318,9.72414,15.3419
2.45967,-0.161843,18.1149
-5.31013,-8.61606,13.2655
1.12306,11.9656,30.2344
1.79736,-3.54271,-1.48058
21.1618,9.33463,3.26353
-6.65967,-6.20207,18.6442
3.18871,17.1194,15.77
-15.853,-19.9504,18.082
-3.45342,6.91273,5.46835
5.90894,-27.6997,15.591
-2.64389,12.2973,10.077
2.9207,8.46394,18.4958
-6.22691,5.96536,-18.0334
2.11074,7.92631,1.16395
23.5673,5.15265,10.6859
7.11244,-22.9807,8.5545
-14.8937,11.0137,19.182
