x,y,z
5.00178,0.750089,2.09565
-2.39123,-10.7886,3.91707
7.35327,-6.948,0.729708
1.38928,17.8861,6.54322
2.09254,-14.7487,9.18739
16.1958,8.66281,8.951
-11.5533,-11.7892,10.2178
15.4881,-1.74653,3.01472
1.17351,-10.3899,-1.74004
2.01109,15.9906,9.09865
-4.04859,-2.07603,-6.50616
5.3159,-2.2178,18.1368
1.17905,-12.4206,-3.13055
13.1373,18.0632,15.7869
3.24136,-16.0575,15.3
-5.31667,-4.36213,2.08788
-4.54478,2.13045,1.47191
13.6625,-7.51985,4.93221
-7.29807,-5.00462,3.225
-16.9106,3.12004,3.83704
-4.91818,3.86606,6.67206
10.0917,11.7486,0.0553604
9.62719,-6.16942,2.86314
13.5466,-7.60636,10.1643
4.75881,-5.24086,7.5184
-12.0219,-16.3798,5.72336
6.3347,9.66469,2.26385
4.53556,-16.8473,2.6199
0.123361,-13.8982,4.64844
-13.1955,1.78551,8.03315
9.26706,8.65114,15.9906
7.96198,7.55336,8.6496
-8.55943,-20.4948,2.13668
4.62178,19.0879,9.27845
5.75067,11.8754,8.61582
-8.82749,18.4917,-13.7513
13.1164,18.7374,1.48252
17.5636,14.2914,-8.70194
-8.3108,10.1898,0.0335468
-1.45548,17.8477,10.9943
-3.2635,1.89422,8.1031
-10.2111,5.45175,5.36824
-7.67543,15.7036,16.4773
7.2059,3.14645,30.0426
17.3001,1.73043,-5.87669
-6.91973,-16.6772,-10.0663
13.921,-6.05682,1.61819
17.6122,14.9184,9.3541
-9.1372,15.8504,12.108
3.70793,3.09944,1.9286
8.91971,11.6609,6.75316
-11.0717,12.6659,-9.01772
-0.0177303,9.26691,0.544301
-17.4801,-23.1569,3.11166
-3.7277,-0.746949,4.89939
13.61,11.5158,-9.89993
10.9061,-27.3359,6.05387
-0.658541,-8.76724,-3.89892
-4.86138,-27.1814,17.5451
-0.524755,-6.49686,9.84192
7.04121,17.7936,-0.519549
-16.7396,-2.51854,8.64452
1.13116,19.0971,-5.94875
0.360503,-9.31771,1.50557
-4.52491,17.3467,12.3607
-11.1411,6.0353,-16.1355
-17.1321,1.90436,3.08008
-10.6031,3.24962,0.00220121
0.113898,-14.2306,0.198927
-5.18352,-15.3987,10.2223
-3.97298,1.95185,19.8807
-8.40087,27.7641,1.18941
-16.2828,-7.81975,2.17223
-7.7447,7.37397,1.36248
18.8041,-0.744294,25.7714
-19.2548,5.10123,-1.19745
14.9543,-21.5437,4.00849
25.8345,8.78255,6.49551
-20.5329,7.64516,15.1684
-18.2009,-3.2277,27.1666
-16.8682,-10.3651,9.44207
9.43593,0.0908831,-9.96338
21.4787,7.08082,16.5389
-4.22005,20.4977,0.22838
2.29889,1.24666,10.5553
3.20589,12.3006,19.9675
11.8684,-13.5351,8.19641
11.5464,1.97717,10.0898
1.02302,8.13469,-0.517096
-0.255888,5.50542,6.98325
-1.69525,4.53905,-3.6563
2.08645,7.3137,1.73573
5.83933,-6.35687,5.28442
20.6515,-18.6244,4.75415
-0.139059,23.2159,2.90095
-14.1536,-6.70179,1.71347
1.34078,-0.252578,11.2889
9.62087,5.70385,18.2197
-11.4325,-2.44882,20.371
-6.80414,0.804259,1.8546
-5.64811,16.9385,2.46247
-9.0963,7.45169,5.17802
6.72176,-3.0406,11.4579
-15.7382,-1.32396,3.94863
-10.8934,20.1408,-7.24909
9.7781,-11.9785,5.00601
-15.1664,-12.305,9.71547
9.6246,7.38892,6.42911
2.84235,21.7738,9.49754
1.34848,-3.75784,9.77071
-22.3334,7.61844,17.738
-5.76676,-17.0763,19.3568
5.34796,-19.2776,-10.2434
-6.06388,-5.82867,-21.1514
0.693703,-14.0226,0.320057
20.5317,14.7708,-2.27301
14.6846,-9.04845,-1.09699
-12.6531,-15.6658,23.6419
-3.00438,-15.0675,21.1844
23.7327,-13.5297,3.32464
-11.2375,9.83383,3.46667
2.52743,-11.4291,9.38195
8.94444,-23.5953,9.65942
-13.5909,20.9901,5.33694
-17.1802,-1.38658,11.4643
-28.6394,-1.37644,7.37243
-1.00183,8.3705,2.17649
-16.0803,17.7954,8.97798
1.80457,13.5549,-11.3307
13.8587,3.90748,4.80092
